time,x,y,phi
1592901902,0.0018955462827045472,-0.00598230287493037,0.0016586717392784122
1592901902,0.0017135185362839303,-0.00608515787510732,0.0025043997156898572
1592901903,0.0016234193932964736,-0.007614868181307009,0.0017323592619504799
1592901903,0.0012797015449458214,-0.008400817814603024,0.0017323592619504799
1592901903,0.001583902523663874,-0.007559524143021192,0.0017323592619504799
1592901903,0.0006994559406241401,-0.00816450332592398,0.0017323592619504799
1592901903,0.0006172234879575486,-0.009413595350275031,0.0025780872383620837
1592901903,0.0006496511051144543,-0.00812360846686327,0.0019800672598648834
1592901903,0.00076199572681127,-0.009568201596634147,0.0019800672598648834
1592901903,0.0009903205462695728,-0.008874608111177148,0.0019800672598648834
1592901903,0.0007220372538478351,-0.008903657095154553,0.0019800672598648834
1592901903,0.0004951960879162106,-0.009303765088962735,0.0023253342369571346
1592901903,0.00019771063444430192,-0.010055291191129224,0.0026706012140493506
1592901903,0.0006068567946818182,-0.009125647162785272,0.0023253342369571346
1592901903,0.0004828325285838967,-0.010173337870023886,0.0023253342369571346
1592901903,1.727942319405259e-05,-0.009173903013927596,0.0019800672598648838
1592901903,0.00034054775498824224,-0.009668732914344978,0.0026706012140493866
1592901903,0.0003637393984612555,-0.009779076141934396,0.0023253342369571346
1592901903,0.0006352302630639395,-0.008586225547605466,0.0023253342369571346
1592901903,0.00042564794991737086,-0.009958009467874798,0.0030158681911416373
1592901903,0.0004502675905720262,-0.009163241036006272,0.0024178482126444604
1592901903,-9.058264476582148e-05,-0.008808456650589413,0.0024178482126444604
1592901904,-0.00012693184736135545,-0.009903047223338044,0.0024178482126444604
1592901904,0.0003884738180833333,-0.009798421481008884,0.0020725812355521715
1592901904,-0.0001279939830424491,-0.009144914210045266,0.0020725812355521715
1592901904,-0.00034951889913824384,-0.010738474572307798,0.0020725812355521715
1592901904,-0.00010146333936089235,-0.009169046187924983,0.0024178482126444613
1592901904,-0.00032208910762903796,-0.008074122101600488,0.0020725812355521715
1592901904,-5.3192543020763746e-05,-0.008557230804680113,0.001474561257055033
1592901904,0.00021965265291409462,-0.008697865996884652,0.00087654127855772983
1592901904,-0.0005348044581660892,-0.010321661014413005,0.0012218082556501072
1592901904,-0.000360339220600818,-0.009309046837243037,0.00087654127855785625
1592901904,-0.0008073365288862075,-0.010829790390520984,0.00087654127855785625
1592901904,-0.0011377903784450234,-0.010443889676331761,0.00087654127855785625
1592901904,-0.0007325623984589227,-0.009942192516051994,0.00087654127855785625
1592901904,-0.00047084285843202513,-0.010081926392831094,0.00087654127855785625
1592901904,-0.00029275248459181,-0.010234404717305759,0.00087654127855785625
1592901904,-8.801049904635485e-05,-0.009013109082450683,0.00053127430146566513
1592901904,9.839679469747975e-08,-0.009478635790106224,0.00053127430146566513
1592901904,0.00023799515724254165,-0.008806048598455761,0.00053127430146566513
1592901904,0.00037419142798262683,-0.01046515511571737,0.0014447649009525279
1592901904,0.0004146567241854728,-0.010357776486162842,0.000672724447213193
1592901905,0.0011701317803355625,-0.0092975563418024,0.000672724447213193
1592901905,0.0008005667256677553,-0.010398819061500803,0.000672724447213193
1592901905,0.0002658672629966748,-0.00919916842670366,0.000672724447213193
1592901905,0.0003400854571310424,-0.009793884977760816,0.000672724447213193
1592901905,3.2118268170720906e-05,-0.00874819920459387,0.000672724447213193
1592901905,-0.00018262860649582402,-0.008783252354740138,0.000672724447213193
1592901905,-0.000754656489974936,-0.008247662305952646,0.000672724447213193
1592901905,-0.0012608433531946296,-0.009338994737171653,0.000672724447213193
1592901905,-0.0016086662779929177,-0.009721739699739256,-1.780950697138521e-05
1592901905,-0.0018063065626827519,-0.008638236427706324,-1.780950697138521e-05
1592901905,-0.0015424565494197092,-0.008923526127945208,-0.00086353748338297649
1592901905,-0.0015460593622474055,-0.009416362576045799,-0.00086353748338297649
1592901905,-0.0017229199489899392,-0.009373887393477772,-0.0015540714375674577
1592901905,-0.0018471887362770062,-0.009749848345872584,-0.0012088044604752174
1592901905,-0.0018241717475585971,-0.008221927911742045,-0.0012088044604752174
1592901905,-0.0017161392156595885,-0.009330145630293957,-0.0012088044604752174
1592901905,-0.002328587499592674,-0.00953598627276804,-0.0012088044604752174
1592901905,-0.0017899862389336501,-0.009669541763594806,-0.0012088044604752174
1592901905,-0.0019712489514399963,-0.010779394197620243,-0.0012088044604752174
1592901905,-0.0027360627735246424,-0.010360886691006765,-0.0012088044604752174
1592901906,-0.0027295880839406646,-0.009946301127697016,-0.0012088044604752174
1592901906,-0.0029497145897295967,-0.010501424945986852,-0.00051827050629071479
1592901906,-0.0024964929286924787,-0.010825746196184505,-0.0012088044604752174
1592901906,-0.003699662754903039,-0.011049230418850052,-0.0012088044604752174
1592901906,-0.00405083950682034,-0.011555788957982573,-0.0012088044604752174
1592901906,-0.004076263233512936,-0.011099850404789158,-0.0016970857104752512
1592901906,-0.004543704003984148,-0.010948961316726279,-0.001208804460475243
1592901906,-0.004469927008934909,-0.011108808030981111,-0.0018068244389723947
1592901906,-0.004712148222848167,-0.010442059852561194,-0.0011162904847878922
1592901906,-0.004062930436918914,-0.0098714140876887,-0.0016045717347878924
1592901906,-0.004670417576074689,-0.009654197809771503,-0.0022025917132850697
1592901906,-0.0048874559174612395,-0.009371648303804977,-0.0015120577591005674
1592901906,-0.004652197702462006,-0.008122358276289385,-0.0015120577591005674
1592901906,-0.005081747733957353,-0.008641064891237008,-0.0015120577591005674
1592901906,-0.004719661170452682,-0.00970348070897375,-0.0021100777375977647
1592901906,-0.005049001119881582,-0.009825730378380323,-0.0021100777375977647
1592901906,-0.0057367496748422266,-0.01054284223976951,-0.0021100777375977647
1592901906,-0.005682527986407052,-0.009165634134281904,-0.0021100777375977647
1592901906,-0.006133375804686956,-0.008773720288732021,-0.0027080977160949212
1592901906,-0.005919524244216427,-0.009470890457638095,-0.0022198164660949217
1592901907,-0.006637269112282296,-0.008997521978658675,-0.0015292825119104191
1592901907,-0.005973313457314903,-0.007778965874440715,-0.0022198164660949212
1592901907,-0.006123668650747193,-0.007681215779022596,-0.0027080977160949208
1592901907,-0.006541547049155492,-0.0074581277459829735,-0.0027080977160949208
1592901907,-0.007009549995050464,-0.006971803476129606,-0.0027080977160949208
1592901907,-0.006750014276585291,-0.006927787253342412,-0.0027080977160949208
1592901907,-0.0064678626166562786,-0.005661603412882242,-0.0027080977160949208
1592901907,-0.006982296802546768,-0.00545811174586375,-0.0027080977160949208
1592901907,-0.006209413825496523,-0.0056109391192303145,-0.0031963789660949212
1592901907,-0.006384287387404715,-0.005346609977367553,-0.0031963789660949212
1592901907,-0.005935174393110773,-0.00434734209897879,-0.0036846602160949399
1592901907,-0.005692522427506236,-0.004871651880697795,-0.0036846602160949399
1592901907,-0.006179008454565587,-0.0053260868623991,-0.0030866402375977109
1592901907,-0.005414058869769391,-0.0044786062173893925,-0.0030866402375977109
1592901907,-0.005084241087615429,-0.005634611537823615,-0.0034319072146899903
1592901907,-0.00592873484412408,-0.006102471288854715,-0.0034319072146899903
1592901907,-0.005012111665837834,-0.005635922045738018,-0.0034319072146899903
1592901907,-0.0053970404656041426,-0.006139927847529019,-0.0029436259646899959
1592901907,-0.005334918309016445,-0.0065529874145324315,-0.0032888929417823265
1592901907,-0.005819085604222688,-0.006740833618990035,-0.0032888929417823265
1592901908,-0.00569777896137168,-0.005392266589273594,-0.0036341599188744623
1592901908,-0.00589236136192143,-0.006270976719090754,-0.0032888929417822471
1592901908,-0.0060108590037624525,-0.006998698801969215,-0.0032888929417822471
